Price,Close
Ticker,COST
Date,
04/03/2023 00:00:00,480.36041259765625
04/04/2023 00:00:00,481.0369567871094
04/05/2023 00:00:00,480.45709228515625
04/06/2023 00:00:00,469.6809997558594
04/10/2023 00:00:00,477.26776123046875
04/11/2023 00:00:00,481.92608642578125
04/12/2023 00:00:00,472.93798828125
04/13/2023 00:00:00,481.1916198730469
04/14/2023 00:00:00,474.8226013183594
04/17/2023 00:00:00,477.37408447265625
04/18/2023 00:00:00,480.2347717285156
04/19/2023 00:00:00,479.3940124511719
04/20/2023 00:00:00,488.6236267089844
04/21/2023 00:00:00,489.3678283691406
04/24/2023 00:00:00,494.267822265625
04/25/2023 00:00:00,486.2945251464844
04/26/2023 00:00:00,478.0699157714844
04/27/2023 00:00:00,484.45819091796875
04/28/2023 00:00:00,486.34283447265625
05/01/2023 00:00:00,477.0357666015625
05/02/2023 00:00:00,478.21484375
05/03/2023 00:00:00,473.6241760253906
05/04/2023 00:00:00,474.8832092285156
05/05/2023 00:00:00,483.3283386230469
05/08/2023 00:00:00,483.3283386230469
05/09/2023 00:00:00,485.00384521484375
05/10/2023 00:00:00,483.9094543457031
05/11/2023 00:00:00,486.06915283203125
05/12/2023 00:00:00,488.1803894042969
05/15/2023 00:00:00,486.21441650390625
05/16/2023 00:00:00,480.51007080078125
05/17/2023 00:00:00,479.39630126953125
05/18/2023 00:00:00,482.3985900878906
05/19/2023 00:00:00,480.8683776855469
05/22/2023 00:00:00,476.364990234375
05/23/2023 00:00:00,469.585693359375
05/24/2023 00:00:00,467.54217529296875
05/25/2023 00:00:00,471.2126770019531
05/26/2023 00:00:00,491.2698669433594
05/30/2023 00:00:00,492.01556396484375
05/31/2023 00:00:00,495.43426513671875
06/01/2023 00:00:00,496.4414978027344
06/02/2023 00:00:00,496.431884765625
06/05/2023 00:00:00,501.91339111328125
06/06/2023 00:00:00,499.9861755371094
06/07/2023 00:00:00,495.1147155761719
06/08/2023 00:00:00,503.6954650878906
06/09/2023 00:00:00,500.9740295410156
06/12/2023 00:00:00,504.54766845703125
06/13/2023 00:00:00,505.5645751953125
06/14/2023 00:00:00,510.58123779296875
06/15/2023 00:00:00,512.4988403320312
06/16/2023 00:00:00,507.1431884765625
06/20/2023 00:00:00,503.31768798828125
06/21/2023 00:00:00,503.2402648925781
06/22/2023 00:00:00,507.6758728027344
06/23/2023 00:00:00,507.9083251953125
06/26/2023 00:00:00,506.9203796386719
06/27/2023 00:00:00,513.6126708984375
06/28/2023 00:00:00,516.0048217773438
06/29/2023 00:00:00,514.9296875
06/30/2023 00:00:00,521.4088745117188
07/03/2023 00:00:00,523.9849243164062
07/05/2023 00:00:00,524.0721435546875
07/06/2023 00:00:00,520.4307861328125
07/07/2023 00:00:00,508.4990234375
07/10/2023 00:00:00,510.3972473144531
07/11/2023 00:00:00,512.9444580078125
